id,name,website
fe6574f0-b1ea-4b13-b434-e2146c30e9ff,Bayon,https://www.restaurant-bayon.de/
84a58e97-dab9-4547-b295-46c122d21ab0,BBQ Kitchen,http://www.bbq-kitchen.de
ebd275f2-ec72-4ace-8ebd-4c8b1981b6ce,Bear Burger,https://bear-burger.eatbu.com/
3a8724f6-1078-495e-93e8-48bb7b358642,Beba,https://beba-berlin.com/restaurant/
f76da32d-2637-44e7-8f57-3bb69243c606,BECERRO,http://www.becerro-steakhaus.de/
567c8139-d3c7-4044-b120-30637dbede1e,beets&roots,https://www.beetsandroots.de/
652e89bc-657e-43c4-a64b-c662ab6a6ae0,beets&roots,https://www.beetsandroots.de
e1406c5a-a5f3-4ac9-9632-2da3410179ef,beets&roots,https://www.beetsandroots.de/
b533be51-cc50-4aad-968d-887f191151a5,Bejte Ethiopia,https://www.bejte-ethiopia.de/
3c10cc49-9363-4371-b7d5-22e9a24859a0,BELLA Culinary & Events,https://www.bella-ce.de
16b2a72d-612d-4df5-8ef3-7c183c44cdcc,Bellissimo,https://www.restaurantbellissimo.de/
7f773dc9-1d4e-4a28-8dd1-97cf24bd76e6,Belmondo,https://belmondo-berlin.de/
1e8d9755-0367-42cd-b5bd-e43d93b50a38,Bên Thânh,https://benthanh-berlin.de/
8a81ad25-0c43-4569-91a1-22b283c4fbe4,Bến Thành,https://benthanh-berlin.de
d0ebdd3a-a336-4b93-85b0-cc2fcf199efa,Bentokado,https://www.bentokado.com/
4c664302-164e-43de-943c-055b0f6e912f,Berg & Tal,https://bergundtal.berlin/
690286dc-7807-4733-91f4-0edf3da3dcb5,Bergmanns,https://www.bergmanns.berlin/
4e00134b-c353-4289-9fdf-7b6b90b7046f,Berkis,https://www.berkis.de/
326d4007-b2d4-421c-8fe5-6365ca4efc9a,Berlin Burrito Company,https://www.berlin-burrito-company.de/
a2d89176-0faa-49a5-bdc9-ba9c67763d27,Beyond Ramen,https://www.beyond-ramen.de/
01f76fb3-0f76-4eca-8cfe-eb6248b8a1a7,Bharat,http://bharat.cecilienplatz.de
b52fb799-cdfb-4102-923d-cd6c4bec1063,Bhetghat,https://bhetghat-restaurant.de
f225dbda-dbd1-4b2c-ad33-e07b97be3161,Biergarten Köpenicker Hof,https://www.koepenicker-hof.de/
8278f754-94d8-4123-b5b4-d08010c143a3,Big Bascha,http://www.bigbascha.de/
6f612c7e-c7b0-47b8-8651-ee17ee84c04c,Big Pan Schlachtensee,https://bigpan-schlachtensee.de/
85d2fd6a-1e98-4821-a819-9a5aa9e8093d,Big Point,https://restaurant-bigpoint.de/
83a47d3f-2e79-444c-92d5-4d6b2ea39a57,BigPan,https://bigpan.berlin/
fb13720f-58a1-4a58-b169-d78be9e21919,BigPan,https://tegelberlin.bigpan.de/
